,Gender.F,Zone.1,Zone.2,Zone.3,Zone.4,Zone.5,Zone.6,Class.1,Class.2,Class.3,Class.4,Class.5,Class.6,BonusClass.1,BonusClass.2,BonusClass.3,BonusClass.4,BonusClass.5,BonusClass.6,OwnersAge,VehiculeAge,Duration,NumberClaims,ClaimFrequency
206,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0131578947368421,0.0606060606060606,0.353425,0,0.0
22000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.263157894736842,0.15151515151515196,0.613699,0,0.0
50586,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4868421052631579,0.141414141414141,5.372603,0,0.0
59458,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.578947368421053,0.17171717171717202,1.0,0,0.0
14080,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.171052631578947,0.12121212121212101,1.5972600000000001,0,0.0
18623,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.223684210526316,0.0,0.317808,0,0.0
61458,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.618421052631579,0.18181818181818202,0.25205500000000003,0,0.0
14294,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.18421052631578896,0.0202020202020202,0.978082,0,0.0
548,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.131313131313131,0.356164,0,0.0
54428,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.0909090909090909,0.9232879999999999,0,0.0
59929,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.592105263157895,0.161616161616162,1.0,0,0.0
57131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5526315789473679,0.0404040404040404,0.8876709999999999,0,0.0
11479,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.157894736842105,0.0101010101010101,0.819178,0,0.0
7930,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.11842105263157901,0.131313131313131,0.45205500000000004,0,0.0
10087,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.144736842105263,0.0606060606060606,1.0,0,0.0
42579,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.434210526315789,0.0606060606060606,0.761644,0,0.0
55506,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.0202020202020202,2.9863009999999997,0,0.0
54738,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.526315789473684,0.18181818181818202,0.00274,0,0.0
43297,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.434210526315789,0.191919191919192,2.2602740000000003,0,0.0
45836,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.460526315789474,0.0707070707070707,0.967123,1,1.03399464183977
43277,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.434210526315789,0.161616161616162,3.9917809999999996,0,0.0
11930,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.157894736842105,0.111111111111111,0.50137,0,0.0
19722,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23684210526315802,0.0101010101010101,2.7726029999999997,0,0.0
18557,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.223684210526316,0.0909090909090909,1.3150680000000001,0,0.0
4752,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0921052631578947,0.12121212121212101,0.010959,0,0.0
8820,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.131578947368421,0.353535353535354,0.00274,0,0.0
46461,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.460526315789474,0.202020202020202,0.783562,0,0.0
21694,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.263157894736842,0.0303030303030303,1.1698629999999999,0,0.0
58176,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5657894736842111,0.0303030303030303,0.49863,0,0.0
3505,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0789473684210526,0.0707070707070707,0.5041100000000001,0,0.0
23442,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.289473684210526,0.17171717171717202,1.312329,0,0.0
24156,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.302631578947368,0.212121212121212,0.49863,0,0.0
13003,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.171052631578947,0.0707070707070707,0.487671,0,0.0
15382,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18421052631578896,0.0101010101010101,1.8082189999999998,0,0.0
38866,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.40789473684210503,0.0,0.29589,0,0.0
34966,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.381578947368421,0.111111111111111,1.0,0,0.0
28567,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.34210526315789497,0.12121212121212101,2.205479,0,0.0
46720,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.460526315789474,0.0505050505050505,0.331507,0,0.0
62562,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.657894736842105,0.0202020202020202,0.983562,0,0.0
3193,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0789473684210526,0.131313131313131,1.0,0,0.0
45955,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.460526315789474,0.222222222222222,2.0,0,0.0
47970,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.47368421052631604,0.0303030303030303,1.0,0,0.0
57113,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5526315789473679,0.0505050505050505,1.0767120000000001,0,0.0
7548,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.11842105263157901,0.0,0.47945200000000004,0,0.0
41497,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.421052631578947,0.0303030303030303,1.276712,0,0.0
30500,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.35526315789473706,0.15151515151515196,0.30411,0,0.0
45504,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.447368421052632,0.141414141414141,0.9945209999999999,0,0.0
358,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0131578947368421,0.0404040404040404,0.016438,0,0.0
8294,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.131578947368421,0.161616161616162,0.49863,0,0.0
12708,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.157894736842105,0.0606060606060606,0.408219,0,0.0
39454,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.40789473684210503,0.26262626262626304,1.7506849999999998,0,0.0
55520,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.526315789473684,0.0808080808080808,1.0,0,0.0
54079,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.513157894736842,0.0909090909090909,0.446575,0,0.0
22046,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.263157894736842,0.0303030303030303,0.8849319999999999,0,0.0
8668,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.131578947368421,0.0202020202020202,0.7369859999999999,0,0.0
11447,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.157894736842105,0.131313131313131,0.117808,0,0.0
31692,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.368421052631579,0.15151515151515196,0.8328770000000001,0,0.0
20983,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25,0.101010101010101,0.47671199999999997,0,0.0
7566,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.11842105263157901,0.0303030303030303,1.186301,0,0.0
37397,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.39473684210526294,0.0909090909090909,3.4575339999999994,0,0.0
47330,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.460526315789474,0.17171717171717202,7.526027,0,0.0
41983,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.434210526315789,0.141414141414141,1.00274,0,0.0
47939,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.47368421052631604,0.101010101010101,0.556164,0,0.0
28690,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.34210526315789497,0.0404040404040404,1.578082,0,0.0
26410,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.328947368421053,0.0808080808080808,0.6575340000000001,0,0.0
3913,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0921052631578947,0.0,0.030137,0,0.0
53258,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.513157894736842,0.0101010101010101,3.356164,0,0.0
31289,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.35526315789473706,0.18181818181818202,1.849315,0,0.0
44134,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.447368421052632,0.0707070707070707,0.49588999999999994,0,0.0
24192,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.302631578947368,0.111111111111111,0.00274,0,0.0
53347,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.513157894736842,0.0202020202020202,0.49588999999999994,0,0.0
30910,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.35526315789473706,0.131313131313131,3.4575339999999994,0,0.0
9092,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.131578947368421,0.161616161616162,0.46301400000000004,0,0.0
4742,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0921052631578947,0.0202020202020202,0.31506799999999996,0,0.0
17300,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21052631578947398,0.191919191919192,0.224658,0,0.0
19952,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.23684210526315802,0.15151515151515196,0.430137,0,0.0
12574,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.157894736842105,0.0202020202020202,0.421918,0,0.0
9011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.131578947368421,0.0606060606060606,0.08493200000000001,0,0.0
42972,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.434210526315789,0.161616161616162,1.49589,0,0.0
59646,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.592105263157895,0.45454545454545503,1.0,0,0.0
18823,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.223684210526316,0.5252525252525251,0.50137,0,0.0
28962,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.34210526315789497,0.0808080808080808,0.49588999999999994,0,0.0
4187,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0921052631578947,0.141414141414141,0.386301,0,0.0
41024,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.421052631578947,0.0101010101010101,2.873973,0,0.0
32325,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.368421052631579,0.141414141414141,0.249315,0,0.0
55299,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.526315789473684,0.0606060606060606,1.942466,0,0.0
26829,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.328947368421053,0.0101010101010101,0.441096,0,0.0
8579,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.131578947368421,0.0707070707070707,0.063014,0,0.0
45942,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.460526315789474,0.15151515151515196,1.9726029999999999,0,0.0
601,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,0.12121212121212101,0.49588999999999994,0,0.0
1610,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0526315789473684,0.12121212121212101,0.00274,0,0.0
23932,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.302631578947368,0.0101010101010101,0.9232879999999999,0,0.0
46050,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.460526315789474,0.15151515151515196,0.978082,0,0.0
58287,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5657894736842111,0.15151515151515196,1.0,0,0.0
24534,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.302631578947368,0.12121212121212101,2.284932,0,0.0
56512,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.539473684210526,0.17171717171717202,0.49588999999999994,0,0.0
8658,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.131578947368421,0.212121212121212,0.43287700000000007,0,0.0
5770,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10526315789473699,0.12121212121212101,0.356164,0,0.0
12184,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.157894736842105,0.161616161616162,0.824658,0,0.0
1996,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.191919191919192,0.43287700000000007,1,2.3101250470687997
8885,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.131578947368421,0.17171717171717202,0.873973,0,0.0
1881,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0657894736842105,0.0,1.421918,0,0.0
60101,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.592105263157895,0.0404040404040404,3.4986300000000004,0,0.0
21890,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.263157894736842,0.222222222222222,2.153425,0,0.0
40273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.421052631578947,0.12121212121212101,0.013699000000000001,0,0.0
49840,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4868421052631579,0.12121212121212101,0.49863,0,0.0
19863,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.23684210526315802,0.0909090909090909,1.424658,0,0.0
51760,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.15151515151515196,1.413699,0,0.0
11632,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.157894736842105,0.0202020202020202,1.967123,0,0.0
15724,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.197368421052632,0.161616161616162,0.49863,0,0.0
15985,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.197368421052632,0.0505050505050505,0.5041100000000001,0,0.0
28810,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.34210526315789497,0.15151515151515196,0.00274,0,0.0
27384,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.328947368421053,0.191919191919192,2.032877,0,0.0
14730,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18421052631578896,0.18181818181818202,0.983562,0,0.0
49832,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4868421052631579,0.0606060606060606,0.9123290000000001,0,0.0
12924,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.171052631578947,0.0101010101010101,0.610959,0,0.0
46177,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.460526315789474,0.0202020202020202,0.441096,0,0.0
47874,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.47368421052631604,0.0101010101010101,0.9342469999999999,0,0.0
13953,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.171052631578947,0.222222222222222,1.994521,0,0.0
42336,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.434210526315789,0.101010101010101,1.0,0,0.0
43271,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.434210526315789,0.15151515151515196,2.673973,0,0.0
19850,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.23684210526315802,0.0101010101010101,6.545205,0,0.0
47244,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.460526315789474,0.0303030303030303,0.249315,0,0.0
7528,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11842105263157901,0.161616161616162,1.890411,0,0.0
54640,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.0303030303030303,1.643836,0,0.0
40629,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.421052631578947,0.191919191919192,0.24383600000000002,0,0.0
54603,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.526315789473684,0.3737373737373739,1.0,0,0.0
63488,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6973684210526321,0.0303030303030303,0.06575299999999999,0,0.0
7223,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11842105263157901,0.0202020202020202,0.312329,0,0.0
61040,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.618421052631579,0.15151515151515196,1.0,0,0.0
63979,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.736842105263158,0.46464646464646503,0.5041100000000001,0,0.0
52558,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.191919191919192,1.413699,0,0.0
48159,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.47368421052631604,0.111111111111111,0.49863,0,0.0
43806,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.434210526315789,0.15151515151515196,0.747945,0,0.0
56485,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.539473684210526,0.111111111111111,0.06575299999999999,0,0.0
12389,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.157894736842105,0.191919191919192,1.0,0,0.0
5394,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.10526315789473699,0.212121212121212,0.37808200000000003,0,0.0
7511,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.11842105263157901,0.101010101010101,0.49863,0,0.0
55507,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.0303030303030303,1.0,0,0.0
23555,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.289473684210526,0.0101010101010101,1.482192,0,0.0
10182,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.144736842105263,0.12121212121212101,0.961644,0,0.0
38096,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.40789473684210503,0.15151515151515196,0.25205500000000003,0,0.0
47415,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.460526315789474,0.111111111111111,0.9342469999999999,0,0.0
16822,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.197368421052632,0.0606060606060606,0.386301,0,0.0
57300,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5526315789473679,0.0202020202020202,1.578082,0,0.0
63264,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6842105263157889,0.0707070707070707,0.605479,0,0.0
7175,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.11842105263157901,0.0505050505050505,0.254795,0,0.0
36630,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39473684210526294,0.29292929292929304,1.0,0,0.0
38718,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.40789473684210503,0.12121212121212101,0.153425,0,0.0
13800,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.171052631578947,0.0303030303030303,2.0,0,0.0
15419,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.18421052631578896,0.161616161616162,2.9945209999999998,0,0.0
60324,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.592105263157895,0.444444444444444,1.0,0,0.0
19584,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23684210526315802,0.0909090909090909,1.915068,0,0.0
15621,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.197368421052632,0.0101010101010101,0.49863,0,0.0
23251,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.289473684210526,0.0404040404040404,0.016438,0,0.0
5982,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.10526315789473699,0.0808080808080808,0.29041100000000003,0,0.0
25319,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.315789473684211,0.17171717171717202,0.49588999999999994,0,0.0
52608,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0.111111111111111,0.750685,0,0.0
54604,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.526315789473684,0.434343434343434,1.0,0,0.0
41106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.421052631578947,0.323232323232323,0.49588999999999994,0,0.0
51730,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.0404040404040404,1.926027,0,0.0
14773,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.18421052631578896,0.0202020202020202,0.49863,0,0.0
58770,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.5657894736842111,0.212121212121212,1.0,0,0.0
20418,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.25,0.0202020202020202,0.663014,0,0.0
61790,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.631578947368421,0.191919191919192,1.0,0,0.0
52513,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.0909090909090909,1.967123,0,0.0
23941,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.302631578947368,0.15151515151515196,0.224658,0,0.0
64453,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8552631578947372,0.15151515151515196,0.50137,0,0.0
55951,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.539473684210526,0.15151515151515196,1.7972599999999999,0,0.0
42209,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.434210526315789,0.131313131313131,0.00274,0,0.0
1746,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0526315789473684,0.101010101010101,1.805479,0,0.0
52219,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0202020202020202,1.0,0,0.0
51079,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4868421052631579,0.0404040404040404,0.8493149999999999,0,0.0
50346,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.4868421052631579,0.0,0.021918,0,0.0
12870,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.171052631578947,0.45454545454545503,0.00274,0,0.0
51066,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4868421052631579,0.212121212121212,1.0,0,0.0
61231,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.618421052631579,0.161616161616162,0.49863,0,0.0
9020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.131578947368421,0.0808080808080808,0.942466,0,0.0
2866,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0789473684210526,0.0404040404040404,0.180822,0,0.0
62690,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.657894736842105,0.15151515151515196,1.0,0,0.0
58855,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.578947368421053,0.0101010101010101,0.931507,0,0.0
39842,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.40789473684210503,0.15151515151515196,0.410959,0,0.0
40051,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.421052631578947,0.0101010101010101,1.923288,0,0.0
49053,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.47368421052631604,0.161616161616162,1.0,0,0.0
43073,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.434210526315789,0.232323232323232,0.336986,0,0.0
42189,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.434210526315789,0.282828282828283,0.909589,0,0.0
43566,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.434210526315789,0.282828282828283,0.49863,0,0.0
46159,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.460526315789474,0.0606060606060606,0.983562,0,0.0
44971,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.447368421052632,0.3737373737373739,0.846575,0,0.0
61394,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.618421052631579,0.17171717171717202,2.252055,0,0.0
49128,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.47368421052631604,0.0505050505050505,0.775342,0,0.0
57331,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5526315789473679,0.0707070707070707,0.284932,0,0.0
11282,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.157894736842105,0.141414141414141,0.00274,0,0.0
61803,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.631578947368421,0.0505050505050505,0.882192,0,0.0
53346,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.513157894736842,0.0202020202020202,1.1260270000000001,0,0.0
36306,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.39473684210526294,0.131313131313131,0.50137,0,0.0
9427,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.131578947368421,0.0909090909090909,1.676712,0,0.0
2381,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0657894736842105,0.0101010101010101,0.465753,0,0.0
